commitMsg,changeType,bugFix,featureAddition,performanceImprovement
"implement support for partial search results in sql cli (#86982)          add support for          allow_partial_search_results = true/false          command in sql cli.          if true, returns partial results if there are shard request timeouts or shard failures.     if false, returns an error with no partial results.","[0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 3, 0]",0,0,1
add resolve index api to the `read` permission for an index (#87052)          this commit allows the index `read` permission to also allow using the     resolve index action.          resolves #86977,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
"make pidfile deletion more resilient (#87134)          deleting the pidfile when elasticsearch is shutting down was moved in #86934.     however, the delete sm permission is still needed, since sm is installed     by the time we shutdown. this commit adds back to the pidfile delete     permission, and also rethrows any io exception so it can be logged by     our uncaught exception handler.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 10, 0]",0,0,1
fixing testcomplicatedbucketpath for avg bucket agg (#87161)          the test was erroneously creating a test lucene index reader directly. this means that sometimes the reader was wrapped as a parallel (threaded) reader which we don't support yet.          this commit cleans up the test and uses aggregatortestcase#newindexsearcher directly.          closes #87155,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 1, 0, 0, 2, 0]",1,0,0
make keywordfieldmapper more compact (#87147)          removing some redundant fields to make these objects smaller.     this change saves almost 200m on heap per data node in the many-shards     benchmark by saving an estimated 14b-16b (didn't do the alignment math)     per instance.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,1
"replace new parametrizedmessage() with java.util.supplier<string>  (#87077)          this is a result of structural search/replace in intellij. this only affects log methods with a signature     logger.info(parametrizedmessage)     logger.info(parametrizedmessage, throwable)          relates https://github.com/elastic/elasticsearch/issues/86549","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 9, 4, 0, 0, 165, 0]",1,1,1
"update bucket metric pipeline agg paths to allow intermediate single bucket and bucket qualified multi-bucket aggs (#85729)          bucket metric pipeline aggregation paths currently always expect the sibling aggregation to be a multi-bucket agg.          this honestly doesn't have to be the case for bucket metric pipeline aggs to work.          consider the following path:          ```     filter_agg>filters_agg['bucket_foo']>histo>some_metric_agg     ```          since `filter_agg>filters_agg['bucket_foo']` are well defined and are not crossing bucket threasholds, metrics should still be able to be calculated against the bucket values for `histo`          this commit allows any combination of single bucket aggs (e.g. filter) and bucket specific multi-bucket aggs before reaching the desired multi-bucket used for the metric calculation.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 12, 0]",1,1,1
"hide immutableopenmap in metadata public methods (#87124)          this commit converts the remaining methods in metadata that return an     immutableopenmap to return map, thus hiding the fact that metadata uses     immutableopenmap internally.          relates #86239","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 7, 0]",1,1,1
"[refactor] remove nearly-redundant method from systemindices (#87093)          the getproductsystemindexmetadatapredicate was only used once, and could be     replaced by the very similar method getproductsystemindexnamepredicate. this     not only simplifies the public api, but removes the cognitive load of     understanding how the two methods differed.          co-authored-by: elastic machine <elasticmachine@users.noreply.github.com>","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]",1,1,1
"[ml] expand allowed ner labels to be any i-o-b tagged labels (#87091)          named entity recognition (ner) is a special form of token classification. the specific kind of labelling we support is inside-outside-beginning (iob) tagging. these labels indicate if they are the inside of a token (with a `i-` or `i_`), the beginning (`b-` or `b_`) or outside (`o`).          each valid token classification label starts with the require prefix or `o`.          before this commit, we restricted the labels to a specific set:          ```     o(entity.none),      // outside a named entity     b_misc(entity.misc), // beginning of a miscellaneous entity right after another miscellaneous entity     i_misc(entity.misc), // miscellaneous entity     b_per(entity.per),   // beginning of a person's name right after another person's name     i_per(entity.per),   // person's name     b_org(entity.org),   // beginning of an organization right after another organization     i_org(entity.org),   // organisation     b_loc(entity.loc),   // beginning of a location right after another location     i_loc(entity.loc);   // location     ```          but now, any entity is allowed, as long as the naming of the labels adhere to iob tagging rules.","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 6, 10, 0, 10, 55, 0]",1,0,0
remove leftover debugging statement on error (#87128)          a debugging statement was left being printed when es exits with a     non-zero status. this commit removes the debug statement.          relates #85758,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0,1
bump version to 8.4.0     ,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
"tsdb: implement downsampling on time-series indices (#85708)          this pr implements downsampling operation on time series indices.          the pr creates a _rollup endpoint that allows users to downsample an index and can be     accessed by the following call:          post /<source_index>/_rollup/<rollup_index>     {     `fixed_interval`: `1d`     }          requirements          an index can be downsampled if all of the following requirements are met:          must be a time series index (have the index.mode: time_series index setting)     must not be writeable (have the index.blocks.write: true index setting)     must have dimension fields marked with mapping parameter time_series_dimension: true     must have metric fields marked with mapping parameter time_series_metric          relates to #74660          fixes #65769     fixes #69799     finally, this pr is based on the code written for #64900     ","[0, 0, 0, 1, 18, 13, 1, 0, 0, 0, 2, 4, 10, 0, 0, 9, 0, 0, 1, 2, 0, 2, 1, 9, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 0, 0, 0, 0, 0, 0, 39, 52, 2, 1, 16, 0]",1,0,0
extract transport cluster settings/ilm execute logic (#86941)          extract execute logic from the transport actions for cluster     update settings and ilm put/delete to support future reuse for     operator file based updates.          relates to #86224,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 1, 0]",1,1,1
"handle unexpected exit code from server process (#87098)          when running elasticsearch in the foreground, the cli process waits     indefinitely on the server. if the server dies unexpectedly, the     serverprocess throws an exception. however, the exit code is hidden in     the exception message. this commit changes waitfor to return the exit     code, so it can be propagated to the cli main. note that when stopping     in a shutdown hook the exit code must be ignored because calling     system.exit from a shutdownhook results in a deadlock.","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 7, 0, 0, 0, 0]",1,1,1
"read official plugins list non-statically (#87096)          new plugin telemetry keeps track of whether a plugin is in the list of     official plugins. this requires reading the plugins list resource file.     reading that statically depends on the jar being built, but that is not     available during tests. it's also not necessary to keep this list in     memory for the lifetime of the node. this commit moves reading the file     to occur only when constructing the plugin runtime info.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
"add unstable plugin api telemetry (#87061)          this commit adds some new information to the node info and cluster stats responses regarding plugins. for each plugin returned, in addition to the plugin descriptor, a boolean indicating whether the plugin is an official plugin, as well as info on the particular interfaces and methods that the plugin implements are returned. this will allow measuring the effectiveness over time of the stable plugin api.          co-authored-by: chrishegarty <christopher.hegarty@elastic.co>","[0, 0, 0, 0, 2, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 20, 10, 0, 1, 12, 0]",0,0,1
fix snapshotlifecyclerestit teststartstopstatus failing (#87088)          ,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,0
timing out stale remote master history (#86936)          this change makes it so that the remote master history that has been fetched will time out after 5 minutes (by     default). the masterhistoryservice will return its value as null if it is older than the configured timeout. this way     masterhistoryservice clients don't report status based on out of date information.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 2, 0]",1,1,1
"upgrading to tika 2.4 (#86015)          tika 1.x is end of life as of later this year. this change updates the     attachmentprocessor to use tika 2. the goal was to keep the     functionality as close as possible, just with upgraded tika. the tests     have been slightly modified because of a small change in tika     functionality -- as of 2.4.0 it now adds an extra newline to the output     for every embedded attachment in a document. also as part of this i have     broken apart the tika-parsers into individual dependencies. the reason     is that we are considering breaking this plugin apart, and want to know     exactly which parsers we pull in.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",0,0,1
health api copy editing (#87010)          edits to human readable text returned from the health api. a number of edits have been added for     readability and correctness.,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0]",0,0,1
"make sure to rewrite explain query on coordinator (#87013)          some queries (like terms lookup queries) need to be rewritten on the     coordinator node, usually to fetch some resource. the explain action was     missing this rewrite step, which caused failures later when trying to execute     the query.          closes #64281.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0]",1,1,1
"fix datastreamsecurityit#testremoveghostreference() test (#87087)          if the modify data stream api can find the indexmetadata of an index it     tries to remove from a data stream then it can unhide the index as well,     otherwise it can't.          this determines whether the expected index stats is either 1 or 2 in the     last get indices stats call.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,0,0
"return a default user action if no actions could be determined (#87079)          if a shard is unassigned for a reason other than no_valid_shard_copy or the deciders returning     a no response, then no user actions are returned. if the deciders return no, but we cannot determine     a root cause in the indicator we return a default user action. if we could not generate any user actions     for a shard being unassigned, we should always add one.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
"allow the modify data stream api to remove broken reference to a backing index (#87030)          this adds a `force_remove_backing_index` action to the modify data     stream api to allow removing broken reference to backing indices from a     data stream.          ```     post _data_stream/_modify     {     `actions`: [     {     `force_remove_backing_index`: {     `data_stream`: `my-logs`,     `index`: `.ds-my-logs-2099.01.01-000001`     }     }     ]     }     ```","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 0, 2, 5, 0]",0,0,1
bump versions for 8.1.2 release     ,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
"improve `has privilege` performance for boolean-only response (#86685)          boolean-only privilege checks, i.e. the ones currently used in the     `profile has privilege` api, now benefit from a performance improvement,     because the check will now stop upon first encountering a privilege that     is not granted over a resource (and return `false` overall). previously,     all the privileges were always checked over all the resources in order     to assemble a comprehensive response with all the privileges that are     not granted.","[0, 0, 0, 0, 3, 1, 1, 16, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 5, 0, 1, 2, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 7, 0, 0, 89, 97, 0, 1, 21, 0]",1,1,1
add troubleshooting guides to shards allocation actions (#87078)          add troubleshooting guides to shards allocation actions.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1
"run yaml rest tests using ccs in multi-cluster setup (#86521)          currently we only test a small subset of cross cluster search functionality in     rest tests living in the 'multi-cluster-search' qa module. in order to increase     test coverage for basic ccs functionality , this change adds a new qa modula     that re-uses a subset of existing yaml rest tests and runs them in a slightly     modified fashion in a ccs scenario.     document data and other write operations are executed agains a `remote`     cluster, while all calls to the search api aand other apis that support ccs are     performed on a local cluster connected to the remote with all the data via ccs.          relates to #84481","[0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",0,0,1
"remove immutableopenmap from getmappingsresponse (#87045)          when retrieving mappings, the response class exposes an     immutableopenmap. yet the consumers just use map operations. this commit     changes the type returned by the response class, as well as the internal     type, to map.          relates #86239","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 6, 0]",1,1,1
"make immutableopenmap hash code the same as hashmap (#87070)          immutableopenmap implements map so that we can slowly convert uses to     regular maps. however, many serialization tests check equal and hashcode     is the same with a roundtrip. in order for that to be true, the hashcode     for immutableopenmap needs to be the same as hashmap. this commit     makes immutableopenmap extend abstractmap, and then changes the each     entry hashcode to the be the same as hashmap.entry.          relates #86239","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,1
fix ccr following a datastream with closed indices on the follower corrupting the datastream (#87076)          reproducer and fix for #87048.          reproduces the edge case by closing follower index that is part of a datastream and then recreating and re-adding that same index on the leader to make it get picked up by the auto-follower again. using stats call in the test mainly to reproduce the exact issue that motivated #87048 and to show that the datastream is correctly resolved by the index name expression resolver.          closes #87048,"[0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 0, 2, 2, 0]",1,0,0
