commitMsg,changeType,bugFix,featureAddition,performanceImprovement
"Send VPN manager event when VPN always-on status is changed          Bug: 225010642     Test: atest FrameworksNetTests:VpnTest     Change-Id: I8d5fb7fdc4ba5e62d272a5b74466e45e1fc051af     ","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 0]","1","1","1"
"Cleanup user data when user stopped          1. During the quick user switch, the user status is changed from     STATE_STOPPING to STATE_BOOTING, the process android.process.core     (ContactsProvider2) was not closed, but the AccountManagerService     cleanup the user in stopping stage.          2. When the user is switched back, the old ContactsProvider2     process was used, but the client doesn't have the listener     registered for AccountManager any more.          3. This causes the ContactsProvider reloaded again when the phone     is connected, then duplicated contacts will show on the screen.          4. Solution is cleaning up the user data in onUserStopped.          Test: manual verification          Bug: 224818967          Change-Id: I8fb44e0e66ff73c055a548d57ff3d45ecc213f71     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","1","1","1"
"Log TelephonyAnomalyDetected event from AnomalyReporter          Bug: 188462677     Test: inspected atoms after triggering anomaly     Change-Id: Ic3d8a6fd5c7942214278ea8812dffd8c5b8362a3     (cherry picked from commit a5fa37dd1be989120a7d0f8a879517c56e896945)     Merged-In: Ic3d8a6fd5c7942214278ea8812dffd8c5b8362a3     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","1","1","1"
"Even more libcore benchmark tests.          Test: atest TestName     Change-Id: I547d8347dade1f66164acbfbacd2936fa0664b95     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Add experiment flag namespace for Multi-Gen LRU` am: d7145d4c0f          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2056441          Change-Id: Ib56244695cdfaa4c58cccbbc83950ad688e0b180     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Add experiment flag namespace for Multi-Gen LRU`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge changes from topic `227137943` am: 2f48177cbe          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2076399          Change-Id: Ic3b34c28165ac221b38ddeb276ceedcf9c30b336     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Support IUsb AIDL interface am: b09d68a2ea          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2046443          Change-Id: Icdb81cefb211ac84cd41307a26aa1beee048118f     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge changes I4bfaf79a,I8711187e am: 0a4fd7e9ea          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2073067          Change-Id: I2602d772c7d734a89f239dffe9d568213e0d3333     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge changes from topic `227137943`          * changes:     Implement getInterfaceHash/Version (USB)     Support IUsb AIDL interface     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge changes I4bfaf79a,I8711187e          * changes:     Ensure IkeV2VpnRunnerCallback is always called by the mExecutor thread     Add equals() & hashCode() for VpnProfileState     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Implement getInterfaceHash/Version (USB)          As these interfaces get frozen, java services     implementing the interfaces are required to implement getInterfaceHash     and getInterfaceVersion [1]          [1]     https://source.android.com/devices/architecture/aidl/stable-aidl#new-meta-interface-methods          Bug: 190577319     Test: m     Change-Id: I00ced32a26fd1af7bc8cc23749d92ae90d5a5a0f     Merged-In: I00ced32a26fd1af7bc8cc23749d92ae90d5a5a0f     (cherry picked from commit 1b46333208bdcdd2164d61fface3866dfed6e316)     ","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Support IUsb AIDL interface          UsbPortManager is made to support both AIDL & HIDL interface until     HIDL is deprecated eventually. UsbPortHal abstract class is defined     which the UsbPortManager grabs an instance of from UsbPortHalInstance     method to talk to the Hal implementation process. UsbPortHalInstance     queries the underlying hal implementation and instantiates UsbPortHal     with either UsbPortHidl or UsbPortAidl based on the IUsb interface     implemented by HAL implementation.          go/iusb-aidl-migrate.          Bug: 200993386     Bug: 199357330     Bug: 211677613     Bug: 213312081     Bug: 199358576     Test: Manually tested through UI.     CTS-Coverage-Bug: 215019881     Change-Id: I246fd6e5bee8138d3ad3b6994665a1d4788c8789     Merged-In: I246fd6e5bee8138d3ad3b6994665a1d4788c8789     (cherry picked from commit bbfa92e69402894dc0ec3906b33489af53c2eb1a)     ","[0, 0, 0, 0, 10, 13, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 5, 0, 0, 0, 0, 0, 0, 35, 24, 0, 1, 15, 0]","1","1","1"
"Merge `Add UpsideDownCake to aapt2 codenames and android.os.Build` am: 2a3aa26b06          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2072001          Change-Id: I00ff987c0fd87fd67b296b41ca19e8484a4a085f     Ignore-AOSP-First: this is an automerge     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Add UpsideDownCake to aapt2 codenames and android.os.Build`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Treat failure to create a process group as fatal` am: 75eb24817b          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2053131          Change-Id: I70764df97c8d18ed16c6f1e4e0562852ea1b5550     Ignore-AOSP-First: this is an automerge     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Treat failure to create a process group as fatal`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","0","0"
"Merge `Advise use of InputDeviceListener when using pointer capture` am: 5ec8916af2          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2074599          Change-Id: I97a33543b550bfc379e1d336872a7888f34fbd89     Ignore-AOSP-First: this is an automerge     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Advise use of InputDeviceListener when using pointer capture`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Ensure IkeV2VpnRunnerCallback is always called by the mExecutor thread          Bug: 229799060     Test: atest FrameworksNetTests:VpnTest     atest CtsNetTestCases:Ikev2VpnTest     Change-Id: I4bfaf79abaad3cec6f6629fb8bc885a4916a820b     ","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 8, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25, 0, 0, 3, 0]","1","1","1"
"Advise use of InputDeviceListener when using pointer capture          InputDevices can be reconfigured when pointer capture changes, but the     app will be notified via InputManager when the updated device     information is available. This races with the onPointerCaptureChange     callback, so advise the use of InputDeviceListener in the pointer     capture documentation for developers to get around this.          Bug: 226425883     Test: None     Change-Id: I7aeb23722dc40b8fd37cb9667a4f23a336e8b5f1     Merged-In: I7aeb23722dc40b8fd37cb9667a4f23a336e8b5f1     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Add equals() & hashCode() for VpnProfileState          Bug: 225010642     Test: atest FrameworksNetTests:VpnTest     Change-Id: I8711187e690385866fa681c3fe5fccdf353ac30b     ","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"[DO NOT MERGE] Force extra nav bar provide side gesture insets          This is a patch to fix the missing gesture insets issue when there's a     task bar and no navigation bar on the display. It will try to add the     gesture navigation insets when a window providing navigation bar insets     is added and there's no window with TYPE_NAVIGATION_BAR.          The logic will only be applied when the insets is not flexible. Due to     the removal of the old hard-coded logic in the later version, this patch     should not be merged into the next version.          Bug: 212643340     Test: android.widget.cts.SeekBarTest#testSetOnSeekBarChangeListener     Change-Id: I080df3547361aef1aa259dd2b3dc9bdb860a0193     (cherry picked from commit 1921f8c1dc660851a499c5dac5a55cedf854f93e)     Merged-In: I080df3547361aef1aa259dd2b3dc9bdb860a0193     ","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0]","1","1","1"
"Merge `Fix KNOWN_CODENAMES javadoc to mention that all codenames are there.` am: 8f721b9229          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2072000          Change-Id: I1dc9cda49797b1ed3b8e6f6e89b6991613c0e6ba     Ignore-AOSP-First: this is an automerge     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Fix KNOWN_CODENAMES javadoc to mention that all codenames are there.`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","0"
"Treat failure to create a process group as fatal          During process startup, system creates a process group and places the     new process in it. If process group creation fails for some reason, the     new child process will stay in its parent's group. This poses danger     when the child is being frozen because the whole group is affected and     its parent is being frozen as well. Considering that the parent of an     app is Zygote, freezing it leads to the device becoming unusable.     Fix this by treating group creation failure as a fatal error which would     prevent the app from starting. When system_server fails to create a     process group, it will throw an exception that's not caught and will     self-destruct.          Bug: 227395690     Test: fake group creation failure and confirm app failure to start     Signed-off-by: Suren Baghdasaryan <surenb@google.com>     Change-Id: Ib34b4a100c65a9a2705aaef8e7e32322fbedc531     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0]","1","1","1"
"Add UpsideDownCake to aapt2 codenames and android.os.Build          Bug: 219519679     Test: m checkbuild     Change-Id: I2b668d1cd875657b27a1d52bda21f238d7020862     Merged-In: I2b668d1cd875657b27a1d52bda21f238d7020862     (cherry picked from commit d27566da4cc7e0de8efe00140fe28db1536bef43)     ","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Fix KNOWN_CODENAMES javadoc to mention that all codenames are there.          Bug: 220153433     Test: atest BuildTest     Change-Id: I93cade7cb11e34557445b74d1e1841508061d616     Merged-In: I93cade7cb11e34557445b74d1e1841508061d616     (cherry picked from commit 82d33f26f940b3c96904395f65f680683d9c76ac)     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `DSU: Only try to install on sdcard if the filesystem in use is vfat` am: 0f8d10381a          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2070007          Change-Id: I1220a5b5084372b0042dbf86a61be93846db1588     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Dark Theme `TURN ON UNTIL SUNRISE` is not retained after reboot` am: 5b1ff7891b          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2062852          Change-Id: Ife43574f02d3778bf8f1c0795942c97545c6834d     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Have NetworkPolicyManagerService listen onLinkPropertiesChanged callback` am: e441813c5f          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2063315          Change-Id: I657975376c3570d75275c57de481fdbcc9a78082     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `DSU: Only try to install on sdcard if the filesystem in use is vfat`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Merge `Dark Theme `TURN ON UNTIL SUNRISE` is not retained after reboot`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","0","1"
"Merge `Have NetworkPolicyManagerService listen onLinkPropertiesChanged callback`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Merge `Add the compile reason for the forceDexOpt method.` am: 1a1ed211b6          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2071188          Change-Id: I82af4785265db747315c7a6f542d71dd135bd5bf     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Add in sandbox UIDs when configuring VPN.          SDK sandboxes that belong to an application should follow the same VPN     configuration that their corresponding app does.          Bug: 225317905     Test: atest VpnTest     Change-Id: I634f47a013fa2e42908d963fcd0634778298fee5     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]","1","1","1"
"Merge `Add the compile reason for the forceDexOpt method.`","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Dark Theme `TURN ON UNTIL SUNRISE` is not retained after reboot          Dark theme `TURN ON UNTIL SUNRISE`/MODE_NIGHT_AUTO is not kept after     reboot. The reason is that TwilightState will takes time to update     so lastState will be null in updateConfigurationLocked().     This lead to a reset of mComputedNightMode and mOverrideNightModeOn.          This is a special bug for `TURN ON UNTIL SUNRISE`/MODE_NIGHT_AUTO,     the other ones work fine and should not be touched, if we do not     treat this as a special case we break the other ones.          Test: Select `TURN ON UNTIL SUNRISE` in Dark Theme and reboot.     Bug: 229228293     Change-Id: Ie32a6ddbbf03fa43ee6dd5e35b3c35ec03e58e0e     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","1","1","1"
"Merge changes I7fd4b6da,Ia36d7944,If7eb7e0e am: 54a348cf84          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2065434          Change-Id: I1c905f43fad615f777678e0579393f12796ddf7a     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
"Modify javadoc for some extra values of VpnManager event          The underlying network, NetworkCapabilities and LinkProperties     are not necessary to send to VPN app since the purpose of     CATEGORY_EVENT_DEACTIVATED_BY_USER and     CATEGORY_EVENT_ALWAYS_ON_STATE_CHANGED are to notify VPN     app that VPN is deactivated by the user or VPN always-on     status is changed.          Bug: 191413541     Test: Javadoc only changes.     Change-Id: I7fd4b6dad1a4363336f03c217e635fc45bcd0ab6     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Add toString() for VpnProfileState          Sample log:     {State: DISCONNECTED, SessionId: null, Always-on: false,     Lockdown: false}     {State: CONNECTED, SessionId: d7913298-c07f-49de-b84e-304b5e26da89,     Always-on: true, Lockdown: false}          Bug: 225010642     Test: Add a log in Vpn.java and print it.     Change-Id: Ia36d794446114c0c2c27e725cba6a4dc1240ae38     ","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","1","1","1"
"Move mSessionKey into Ikev2VpnRunner and make it to be a final var          mSessionKey is initialized in the constructor of Ikev2VpnRunner,     move it into Ikev2VpnRunner and make it to be a final var can     make sure that mSessionKey is initialized before someone access     it.          Test: atest FrameworksNetTests:VpnTest     Change-Id: If7eb7e0ec8ab42b17a5636aeced65385e7849b6a     ","[0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 3, 0]","1","1","1"
"Add the compile reason for the forceDexOpt method.          Change-Id: I4f87b2e4d58ba288b454f4e15768ca84cf807c8c     Merged-In: Ic3cef72627985bb906e87b875c180a7dc32a295f     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","0","1","1"
"Merge `Add CarrierConfig to TelephonySubscriptionSnapshot` am: 59aeaf29c0          Original change: https://android-review.googlesource.com/c/platform/frameworks/base/+/2063410          Change-Id: I5e09fea770734d71241008395045dd9ddddc0ca6     Signed-off-by: Automerger Merge Worker <android-build-automerger-merge-worker@system.gserviceaccount.com>     ","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","0","1","1"
